Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,"₹ 4,200","₹ 10,224",7,No,22,4,1,10,2,4,5,4,0,4
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,"₹ 3,452","₹ 9,752",5,No,13,3,2,9,2,2,6,5,0,3
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,"₹ 4,317","₹ 2,302",3,Yes,20,4,2,19,2,3,3,2,2,2
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,"₹ 2,632","₹ 23,910",1,No,14,3,3,5,4,2,5,4,0,4
32,No,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,"₹ 4,668","₹ 22,812",0,No,17,3,4,9,2,4,8,7,0,7
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,"₹ 3,204","₹ 10,415",5,No,14,3,4,8,3,3,3,2,2,2
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,"₹ 2,720","₹ 11,162",0,No,13,3,4,6,3,3,5,3,1,2
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,"₹ 17,181","₹ 12,888",4,No,13,3,2,21,2,2,7,6,7,7
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,"₹ 2,238","₹ 6,961",2,No,21,4,4,7,2,3,5,0,1,4
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,"₹ 1,483","₹ 16,102",1,No,14,3,4,1,3,3,1,0,0,0
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,"₹ 5,605","₹ 8,504",1,No,11,3,1,20,2,3,20,7,2,13
35,No,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,"₹ 7,295","₹ 11,439",1,No,13,3,1,10,3,3,10,8,0,6
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,"₹ 2,306","₹ 16,047",2,Yes,20,4,4,13,3,1,7,7,4,5
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,"₹ 2,348","₹ 10,901",8,No,18,3,3,20,2,1,17,9,0,15
32,No,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,"₹ 8,998","₹ 15,589",1,No,14,3,4,9,2,3,9,8,3,7
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,"₹ 4,319","₹ 26,283",1,No,13,3,1,10,1,3,10,7,0,9
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,"₹ 6,132","₹ 13,983",2,No,17,3,3,10,2,3,1,0,0,0
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,"₹ 3,346","₹ 11,873",4,Yes,20,4,2,9,3,2,1,0,0,0
40,No,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,"₹ 10,855","₹ 8,552",7,No,11,3,1,15,2,2,12,11,2,11
34,No,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,"₹ 2,231","₹ 11,314",6,No,18,3,4,6,3,3,4,3,1,2
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,"₹ 2,323","₹ 11,992",1,No,24,4,1,2,6,3,2,2,2,2
27,No,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,"₹ 2,024","₹ 5,970",6,No,18,3,4,6,1,1,2,2,2,2
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,"₹ 2,713","₹ 6,672",1,No,11,3,3,5,2,1,5,2,0,2
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,"₹ 9,439","₹ 23,402",3,Yes,16,3,2,12,2,1,5,3,1,4
27,No,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,"₹ 2,566","₹ 25,326",1,Yes,15,3,4,1,2,2,1,1,0,1
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,"₹ 19,926","₹ 17,053",3,No,15,3,2,21,5,3,5,4,4,4
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,"₹ 2,451","₹ 4,609",4,No,12,3,1,13,2,3,9,8,1,8
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,"₹ 9,419","₹ 8,053",2,No,12,3,3,12,2,3,10,9,7,4
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,"₹ 8,686","₹ 12,930",4,No,22,4,3,12,2,4,8,3,0,7
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,"₹ 3,038","₹ 12,430",3,No,20,4,1,8,2,3,5,4,1,4
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,"₹ 3,058","₹ 13,364",0,Yes,16,3,4,6,3,2,5,2,1,1
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,"₹ 2,325","₹ 20,989",0,No,21,4,1,1,5,4,0,0,0,0
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,"₹ 2,088","₹ 15,062",4,No,12,3,3,13,3,2,8,7,7,2
30,No,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,"₹ 3,072","₹ 11,012",1,No,11,3,3,12,4,3,12,9,6,10
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,"₹ 5,006","₹ 6,319",4,Yes,11,3,1,9,3,4,5,4,0,3
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,"₹ 4,257","₹ 13,939",4,Yes,18,3,3,19,3,3,2,2,2,2
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,"₹ 2,500","₹ 10,515",0,No,14,3,1,4,2,4,3,1,0,2
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,"₹ 1,102","₹ 9,241",1,No,22,4,3,1,3,2,1,0,1,0
46,No,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,"₹ 10,453","₹ 2,137",1,No,25,4,3,24,2,3,24,13,15,7
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,"₹ 2,288","₹ 6,319",1,No,12,3,3,2,3,3,2,2,2,1
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,"₹ 3,929","₹ 6,984",8,Yes,23,4,3,7,0,3,4,2,0,2
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,"₹ 2,311","₹ 5,711",2,No,15,3,4,9,3,3,3,2,1,2
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,"₹ 3,140","₹ 21,728",1,Yes,22,4,4,4,5,2,4,3,0,2
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,"₹ 3,690","₹ 3,425",2,No,15,3,4,5,2,2,3,2,0,2
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,"₹ 4,450","₹ 26,250",1,No,11,3,3,5,3,3,4,2,1,3
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,"₹ 2,756","₹ 4,673",1,No,13,3,4,8,5,3,8,7,1,6
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,"₹ 19,033","₹ 6,499",1,No,14,3,2,21,2,3,20,8,9,9
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,"₹ 18,722","₹ 13,339",8,No,11,3,4,36,3,3,24,15,2,15
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,"₹ 9,547","₹ 14,074",1,No,17,3,3,10,2,2,10,9,1,9
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,"₹ 13,734","₹ 7,192",3,No,18,3,3,21,6,3,7,7,1,0
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,"₹ 19,999","₹ 5,678",0,No,14,3,1,34,5,3,33,18,11,9
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,"₹ 2,279","₹ 11,781",1,No,16,3,4,7,2,2,7,7,0,3
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,"₹ 5,916","₹ 15,497",3,Yes,13,3,1,8,1,3,1,0,0,1
43,No,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,"₹ 2,089","₹ 5,228",4,No,14,3,4,7,3,4,5,4,2,2
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,"₹ 16,792","₹ 20,462",9,No,23,4,4,22,1,3,20,8,11,8
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,"₹ 3,564","₹ 22,977",1,Yes,12,3,1,8,3,2,8,7,1,7
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,"₹ 4,425","₹ 15,986",5,No,11,3,4,10,5,3,6,2,1,2
42,No,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,"₹ 5,265","₹ 16,439",2,No,16,3,2,11,5,3,5,3,0,2
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,"₹ 6,553","₹ 7,259",9,No,14,3,2,14,3,3,1,0,0,0
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,"₹ 6,261","₹ 4,185",3,No,18,3,1,9,3,1,7,7,1,7
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,"₹ 4,298","₹ 9,679",5,No,19,3,3,6,1,3,2,2,2,0
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,"₹ 6,804","₹ 23,793",1,Yes,15,3,1,7,0,3,7,7,1,7
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,"₹ 3,815","₹ 5,972",1,Yes,17,3,4,5,4,4,5,3,2,0
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,"₹ 2,741","₹ 16,523",8,Yes,15,3,3,15,2,4,7,2,3,7
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,"₹ 6,673","₹ 11,354",7,Yes,19,3,2,17,2,3,1,0,0,0
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,"₹ 7,639","₹ 24,525",1,No,22,4,4,10,3,2,10,4,1,9
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,"₹ 2,328","₹ 12,392",1,Yes,16,3,1,4,2,2,4,2,2,2
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,"₹ 2,153","₹ 7,703",1,No,13,3,1,8,2,3,8,1,1,7
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,"₹ 4,876","₹ 14,242",9,No,14,3,4,5,5,1,3,2,0,2
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,"₹ 9,396","₹ 12,368",7,No,16,3,3,17,3,3,4,2,0,3
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,"₹ 10,400","₹ 25,812",1,No,11,3,3,14,2,2,14,8,9,8
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,"₹ 8,474","₹ 20,925",1,No,22,4,3,12,2,3,11,8,5,8
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,"₹ 9,981","₹ 12,916",1,No,14,3,4,7,2,3,7,7,0,7
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,"₹ 12,490","₹ 15,736",5,No,16,3,4,16,5,1,10,9,4,7
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,"₹ 2,657","₹ 8,556",5,Yes,11,3,3,8,5,3,5,2,0,4
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,"₹ 13,591","₹ 14,674",3,Yes,18,3,3,16,3,3,1,0,0,0
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,"₹ 6,696","₹ 22,967",5,No,15,3,3,9,5,2,6,3,0,1
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,"₹ 2,058","₹ 19,757",0,No,14,3,4,7,1,2,6,2,1,5
45,No,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,"₹ 8,865","₹ 16,840",6,No,12,3,4,23,2,3,19,7,12,8
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,"₹ 5,940","₹ 17,011",2,No,14,3,4,16,4,3,6,2,0,5
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,"₹ 5,914","₹ 9,945",8,No,16,3,4,16,3,4,13,11,3,7
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,"₹ 2,622","₹ 13,248",6,No,21,4,4,7,3,3,3,2,1,1
37,No,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,"₹ 12,185","₹ 10,056",1,Yes,14,3,3,10,1,3,10,8,0,7
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,"₹ 10,609","₹ 9,647",0,No,12,3,3,17,6,2,16,10,5,13
31,No,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,"₹ 4,345","₹ 4,381",0,No,12,3,4,6,2,3,5,4,1,4
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,"₹ 2,177","₹ 8,456",3,No,17,3,1,7,6,3,1,0,0,0
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,"₹ 2,793","₹ 2,539",4,No,17,3,3,13,2,3,9,8,5,8
29,No,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,"₹ 7,918","₹ 6,599",1,No,14,3,4,11,5,3,11,10,4,1
35,No,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,"₹ 8,789","₹ 9,096",1,No,14,3,1,10,3,4,10,7,0,8
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,"₹ 2,389","₹ 14,961",1,Yes,13,3,3,4,3,2,4,3,0,1
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,"₹ 3,212","₹ 3,300",7,No,15,3,2,6,3,2,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,"₹ 19,232","₹ 4,933",1,No,11,3,4,22,3,3,22,17,11,15
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,"₹ 2,267","₹ 25,657",8,No,17,3,4,7,2,2,2,2,2,2
50,No,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,"₹ 19,517","₹ 24,118",3,No,11,3,3,32,3,2,7,0,0,6
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,"₹ 2,436","₹ 22,149",5,Yes,13,3,3,8,2,1,5,4,0,4
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,"₹ 16,064","₹ 7,744",5,Yes,22,4,3,22,3,3,17,13,1,9
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,"₹ 2,707","₹ 21,509",7,No,20,4,1,13,3,4,9,7,1,7
52,No,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,"₹ 19,068","₹ 21,030",1,Yes,18,3,4,33,2,4,33,7,15,12
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,"₹ 3,931","₹ 20,990",2,No,11,3,1,6,5,3,4,3,1,2
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,"₹ 3,730","₹ 9,571",0,Yes,14,3,4,4,2,1,3,2,1,2
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,"₹ 2,232","₹ 15,417",7,No,14,3,3,7,1,3,3,2,1,2
32,No,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,"₹ 4,465","₹ 12,069",0,No,18,3,1,4,2,3,3,2,2,2
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,"₹ 3,072","₹ 19,877",2,No,16,3,1,17,2,2,1,0,0,0
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,"₹ 3,319","₹ 24,447",1,No,17,3,1,9,3,3,9,8,4,7
45,No,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,"₹ 19,202","₹ 15,970",0,No,11,3,3,25,2,3,24,0,1,7
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,"₹ 13,675","₹ 13,523",9,No,12,3,1,9,3,3,2,2,2,2
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,"₹ 2,911","₹ 14,776",1,No,13,3,3,2,2,2,2,2,0,2
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,"₹ 5,957","₹ 23,687",6,No,13,3,2,13,3,3,11,9,5,9
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,"₹ 3,920","₹ 18,697",2,No,14,3,1,17,2,2,3,1,0,2
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,"₹ 6,434","₹ 5,118",4,No,17,3,4,9,1,3,3,2,0,2
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,"₹ 10,048","₹ 22,573",6,No,11,3,2,17,5,3,1,0,0,0
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,"₹ 10,938","₹ 6,420",0,No,25,4,4,20,1,3,19,6,11,8
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,"₹ 2,340","₹ 22,673",1,No,19,3,1,6,1,3,6,5,1,5
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,"₹ 6,545","₹ 23,016",3,Yes,13,3,3,10,1,3,3,2,0,2
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,"₹ 6,931","₹ 10,732",2,No,14,3,4,10,2,3,3,2,0,2
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,"₹ 4,898","₹ 7,505",0,No,12,3,4,5,3,3,4,2,1,2
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,"₹ 2,593","₹ 8,007",0,Yes,11,3,3,10,4,3,9,6,7,8
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,"₹ 19,436","₹ 5,949",0,No,19,3,4,22,5,3,21,7,3,9
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,"₹ 2,723","₹ 23,231",1,No,11,3,2,1,0,2,1,0,0,0
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,"₹ 3,479","₹ 11,652",0,No,11,3,2,6,2,4,5,4,1,4
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,"₹ 2,794","₹ 26,062",1,No,20,4,3,5,3,1,5,1,0,3
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,"₹ 5,249","₹ 19,682",3,No,18,3,4,13,0,3,8,7,7,5
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,"₹ 2,176","₹ 19,737",4,No,13,3,4,9,5,3,6,2,0,4
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,"₹ 16,872","₹ 14,977",3,Yes,12,3,2,28,2,2,7,7,7,7
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,"₹ 3,485","₹ 14,935",2,No,11,3,3,5,5,1,0,0,0,0
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,"₹ 6,644","₹ 3,687",2,No,19,3,2,10,2,3,0,0,0,0
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,"₹ 5,582","₹ 14,408",0,No,21,4,2,10,2,3,9,0,7,8
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,"₹ 4,000","₹ 18,384",1,No,12,3,4,6,2,3,6,3,1,5
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,"₹ 13,496","₹ 7,501",0,Yes,14,3,2,21,2,3,20,7,4,10
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,"₹ 3,210","₹ 20,251",0,No,11,3,3,16,4,3,15,13,10,11
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,"₹ 19,045","₹ 18,938",0,Yes,14,3,3,37,2,3,36,10,4,13
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,"₹ 11,849","₹ 10,268",1,Yes,12,3,4,10,2,2,10,7,9,9
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,"₹ 2,070","₹ 2,613",1,No,23,4,4,5,3,2,5,2,0,4
37,No,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,"₹ 6,502","₹ 22,825",4,No,14,3,2,7,5,4,5,4,0,1
21,No,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,"₹ 3,230","₹ 10,531",1,No,17,3,1,3,4,4,3,2,1,0
37,No,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,"₹ 13,603","₹ 11,677",2,Yes,18,3,1,15,2,3,5,2,0,2
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,"₹ 11,996","₹ 19,100",7,No,18,3,2,10,6,2,7,7,6,2
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,"₹ 5,605","₹ 19,191",1,Yes,24,4,3,8,3,3,8,0,7,7
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,"₹ 6,397","₹ 26,767",1,No,20,4,1,6,6,1,6,5,1,4
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,"₹ 19,144","₹ 15,815",3,No,14,3,1,28,4,2,10,4,1,6
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,"₹ 17,584","₹ 21,016",3,Yes,16,3,4,21,5,2,5,3,1,3
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,"₹ 4,907","₹ 24,532",1,No,25,4,3,20,3,3,20,16,11,6
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,"₹ 4,554","₹ 20,260",1,No,18,3,1,10,3,2,10,7,0,9
